"residence_camp","ref","sex","birthplace","age","name","distance","activity","region"
"Avocat","MI38","F","Attention","Adulte","V61",76662.17547,"fam_visit","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V6",159.1823398,"fam_visit","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V63",20332.85871,"fam_visit","minganga"
"Avocat","MI43","F","Attention","Adulte","V62",20008.42316,"fam_visit","minganga"
"Avocat","MI43","F","Attention","Adulte","V63",20332.85871,"fam_visit","minganga"
"Avocat","MI44","F","Bène","Personne âgée","V63",20332.85871,"fam_visit","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V63",17192.06657,"fam_visit","minganga"
"Moundouala2","MI48","F","Attention","Adolescent","V63",17192.06657,"fam_visit","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V63",17192.06657,"fam_visit","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V64",9216.369835,"fam_visit","minganga"
"Moundouala2","MI53","F","","Adulte","V43",10163.00459,"fam_visit","minganga"
"Moundouala2","MI53","F","","Adulte","V62",16915.36106,"fam_visit","minganga"
"Moundouala2","MI53","F","","Adulte","V63",17192.06657,"fam_visit","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V6",764.4639775,"fam_visit","minganga"
"Makossa3","MI6","F","Mbili","Adulte","V12",6369.207902,"fam_visit","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V64",11769.86906,"fam_visit","minganga"
"Epopé","MI63","M","Attention","Adulte","V3",2301.16162,"fam_visit","minganga"
"Epopé","MI63","M","Attention","Adulte","V4",2594.787771,"fam_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V31",97759.30863,"fam_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V64",9175.106172,"fam_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V68",9170.596664,"fam_visit","minganga"
"Makossa3","MI7","M","Mossombo","Personne âgée","V14",480.0804211,"fam_visit","minganga"
"Makossa3","MI7","M","Mossombo","Personne âgée","V43",12846.54611,"fam_visit","minganga"
"Makossa3","MI7","M","Mossombo","Personne âgée","V61",63316.26816,"fam_visit","minganga"
"Makossa2","MI70","M","Mbili","Adulte","V64",25875.14254,"fam_visit","minganga"
"Makossa2","MI71","F","Mbili","Adulte","V63",34848.26056,"fam_visit","minganga"
"Makossa3","MI76","M","Mossombo","Adulte","V8",15161.83236,"fam_visit","minganga"
"Makossa3","MI77","F","Mbili","Adulte","V8",15161.83236,"fam_visit","minganga"
"Makossa3","MI77","F","Mbili","Adulte","V43",12846.54611,"fam_visit","minganga"
"Makossa3","MI77","F","Mbili","Adulte","V62",35003.81177,"fam_visit","minganga"
"Makossa3","MI77","F","Mbili","Adulte","V63",35122.97712,"fam_visit","minganga"
"Makossa3","MI8","F","Mossombo","Adulte","V13",526.599252,"fam_visit","minganga"
"Makossa3","MI8","F","Mossombo","Adulte","V14",480.0804211,"fam_visit","minganga"
"Makossa3","MI81","M","Mossombo","Adolescent","V43",12846.54611,"fam_visit","minganga"
"Makossa3","MI81","M","Mossombo","Adolescent","V61",63316.26816,"fam_visit","minganga"
"Mbaya","MI86","F","","Adulte","V43",6482.711479,"fam_visit","minganga"
"Mbaya","MI86","F","","Adulte","V63",29693.50146,"fam_visit","minganga"
"Mbaya","MI88","M","Minganga","Adulte","V42",158455.327,"fam_visit","minganga"
"Mbaya","MI88","M","Minganga","Adulte","V54",96480.42175,"fam_visit","minganga"
"Mbaya","MI88","M","Minganga","Adulte","V64",20470.5867,"fam_visit","minganga"
"Mbaya","MI90","M","Mossombo","Adulte","V61",69643.10043,"fam_visit","minganga"
"VMA","MI98","M","Attention","Adulte","V64",11823.49477,"fam_visit","minganga"
"Makossa1","MI10","M","Minganga","Adulte","V1",17965.1632647885,"fish","minganga"
"VMA","MI105","F","Mbili","Personne âgée","V65",16992.4332653818,"fish","minganga"
"VMA","MI106","F","Mossombo","Adulte","V12",8977.81551371977,"fish","minganga"
"VMA","MI106","F","Mossombo","Adulte","V13",14723.2585856623,"fish","minganga"
"VMA","MI106","F","Mossombo","Adulte","V14",14779.5745511928,"fish","minganga"
"VMA","MI106","F","Mossombo","Adulte","V15",15161.8323621648,"fish","minganga"
"VMA","MI106","F","Mossombo","Adulte","V65",16992.4332653818,"fish","minganga"
"Bokéya1","MI107","M","Attention","Adolescent","V65",17818.8668747982,"fish","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V11",9975.40314477158,"fish","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V12",11840.8383864408,"fish","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V13",15902.4603793189,"fish","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V14",15951.3023354086,"fish","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V15",16152.2522056469,"fish","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V11",9975.40314477158,"fish","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V65",17818.8668747982,"fish","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V11",9975.40314477158,"fish","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V12",11840.8383864408,"fish","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V13",15902.4603793189,"fish","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V65",17818.8668747982,"fish","minganga"
"Moundouala1","MI114","M","","Adulte","V11",10937.2744591185,"fish","minganga"
"Moundouala1","MI114","M","","Adulte","V13",17965.1632647885,"fish","minganga"
"Moundouala1","MI114","M","","Adulte","V14",18016.0218425999,"fish","minganga"
"Moundouala1","MI114","M","","Adulte","V15",18249.0084055429,"fish","minganga"
"Moundouala1","MI114","M","","Adulte","V65",19962.8730411335,"fish","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V65",17818.8668747982,"fish","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V11",9975.40314477158,"fish","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V12",11840.8383864408,"fish","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V13",15902.4603793189,"fish","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V14",15951.3023354086,"fish","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V15",16152.2522056469,"fish","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V65",17818.8668747982,"fish","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V13",17965.1632647885,"fish","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V14",18016.0218425999,"fish","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V15",18249.0084055429,"fish","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V65",19962.8730411335,"fish","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V13",14767.9270951954,"fish","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V14",14816.6461861055,"fish","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V15",15016.1899778387,"fish","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V65",16682.4570713522,"fish","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V13",14767.9270951954,"fish","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V14",14816.6461861055,"fish","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V15",15016.1899778387,"fish","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V65",16682.4570713522,"fish","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V65",16682.4570713522,"fish","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V8",7283.85752063297,"fish","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V11",9159.38481959133,"fish","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V12",10788.7283652747,"fish","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V13",14767.9270951954,"fish","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V14",14816.6461861055,"fish","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V15",15016.1899778387,"fish","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V65",16682.4570713522,"fish","minganga"
"Epopé","MI127","M","Attention","Adulte","V65",19647.3839041298,"fish","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V65",16682.4570713522,"fish","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V65",16682.4570713522,"fish","minganga"
"Epopé","MI133","F","Minganga","Adulte","V65",19647.3839041298,"fish","minganga"
"Mbaya","MI17","M","Mossombo","Personne âgée","V13",5885.9973622766,"fish","minganga"
"Mbaya","MI17","M","Mossombo","Personne âgée","V14",5941.77161417767,"fish","minganga"
"Mbaya","MI17","M","Mossombo","Personne âgée","V15",6369.20790186196,"fish","minganga"
"Mbaya","MI17","M","Mossombo","Personne âgée","V65",8166.58045220154,"fish","minganga"
"Mbaya","MI18","F","Mbili","Adulte","V7",13090.9381926525,"fish","minganga"
"Mbaya","MI18","F","Mbili","Adulte","V65",8166.58045220154,"fish","minganga"
"Mbaya","MI20","F","Mbaya","Adolescent","V65",8166.58045220154,"fish","minganga"
"Mbaya","MI21","F","Mossombo","Personne âgée","V13",5885.9973622766,"fish","minganga"
"Mbaya","MI21","F","Mossombo","Personne âgée","V14",5941.77161417767,"fish","minganga"
"Mbaya","MI21","F","Mossombo","Personne âgée","V15",6369.20790186196,"fish","minganga"
"Mbaya","MI21","F","Mossombo","Personne âgée","V65",8166.58045220154,"fish","minganga"
"Mbaya","MI22","M","Minganga","Adulte","V65",8166.58045220154,"fish","minganga"
"VMA","MI25","M","Minganga","Personne âgée","V7",7095.06219146973,"fish","minganga"
"VMA","MI25","M","Minganga","Personne âgée","V65",16992.4332653818,"fish","minganga"
"VMA","MI26","F","Minganga","Personne âgée","V13",14723.2585856623,"fish","minganga"
"VMA","MI26","F","Minganga","Personne âgée","V14",14779.5745511928,"fish","minganga"
"VMA","MI26","F","Minganga","Personne âgée","V15",15161.8323621648,"fish","minganga"
"Bylikombo2","MI29","M","Minganga","Adulte","V65",13563.5585566147,"fish","minganga"
"Epopé","MI31","F","Toukoulaka","Personne âgée","V6",3250.392007215,"fish","minganga"
"Avocat","MI38","F","Attention","Adulte","V7",3106.05657661027,"fish","minganga"
"Avocat","MI38","F","Attention","Adulte","V65",16841.5392411834,"fish","minganga"
"Avocat","MI39","M","Attention","Adulte","V7",3106.05657661027,"fish","minganga"
"Avocat","MI39","M","Attention","Adulte","V8",7307.86802039352,"fish","minganga"
"Avocat","MI39","M","Attention","Adulte","V65",16841.5392411834,"fish","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V7",3106.05657661027,"fish","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V65",16841.5392411834,"fish","minganga"
"Avocat","MI44","F","Bène","Personne âgée","V7",3106.05657661027,"fish","minganga"
"Avocat","MI44","F","Bène","Personne âgée","V65",16841.5392411834,"fish","minganga"
"Avocat","MI45","M","Attention","Adulte","V8",7307.86802039352,"fish","minganga"
"Avocat","MI45","M","Attention","Adulte","V14",14974.8245812683,"fish","minganga"
"Avocat","MI45","M","Attention","Adulte","V65",16841.5392411834,"fish","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V6",3307.93809291307,"fish","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V7",445.36574490207,"fish","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V65",19844.68987725,"fish","minganga"
"Moundouala2","MI48","F","Attention","Adolescent","V7",445.36574490207,"fish","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V5",605.547015292035,"fish","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V6",764.46397749897,"fish","minganga"
"Bokéya2","MI62","F","Attention","Adulte","V65",17446.8304434043,"fish","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V11",10534.0639963311,"fish","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V13",17635.4950172576,"fish","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V14",17686.6681124203,"fish","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V15",17925.2081375192,"fish","minganga"
"Makossa2","MI68","F","Minganga","Adulte","V6",14816.6461861055,"fish","minganga"
"Makossa2","MI70","M","Mbili","Adulte","V7",17686.6681124203,"fish","minganga"
"Makossa2","MI70","M","Mbili","Adulte","V65",2226.74474036455,"fish","minganga"
"Makossa2","MI71","F","Mbili","Adulte","V1",18016.0218425999,"fish","minganga"
"Makossa2","MI71","F","Mbili","Adulte","V2",17906.5574374995,"fish","minganga"
"Mbaya","MI86","F","","Adulte","V65",8166.58045220154,"fish","minganga"
"Mbaya","MI90","M","Mossombo","Adulte","V65",8166.58045220154,"fish","minganga"
"Bylikombo2","MI96","M","Minganga","Adulte","V1",9957.93839292735,"fish","minganga"
"Bylikombo2","MI96","M","Minganga","Adulte","V2",9956.7634994966,"fish","minganga"
"Bylikombo2","MI96","M","Minganga","Adulte","V3",9185.81149924313,"fish","minganga"
"Bylikombo2","MI96","M","Minganga","Adulte","V4",8937.05379773415,"fish","minganga"
"Bylikombo2","MI96","M","Minganga","Adulte","V7",9553.47761684404,"fish","minganga"
"Bylikombo2","MI96","M","Minganga","Adulte","V65",13563.5585566147,"fish","minganga"
"VMA","MI98","M","Attention","Adulte","V7",7095.06219146973,"fish","minganga"
"VMA","MI98","M","Attention","Adulte","V12",8977.81551371977,"fish","minganga"
"VMA","MI98","M","Attention","Adulte","V13",14723.2585856623,"fish","minganga"
"VMA","MI98","M","Attention","Adulte","V14",14779.5745511928,"fish","minganga"
"VMA","MI98","M","Attention","Adulte","V15",15161.8323621648,"fish","minganga"
"VMA","MI98","M","Attention","Adulte","V62",21580.6975445257,"fish","minganga"
"VMA","MI98","M","Attention","Adulte","V65",16992.4332653818,"fish","minganga"
"Bylikombo2","MI99","F","Minganga","Adulte","V13",11280.8157334613,"fish","minganga"
"Bylikombo2","MI99","F","Minganga","Adulte","V14",11336.9783121699,"fish","minganga"
"Bylikombo2","MI99","F","Minganga","Adulte","V15",11748.2197056644,"fish","minganga"
"Bylikombo2","MI99","F","Minganga","Adulte","V65",13563.5585566147,"fish","minganga"
"Bokéya1","MI107","M","Attention","Adolescent","V8",7584.78657077929,"friend_visit","minganga"
"Bokéya1","MI107","M","Attention","Adolescent","V62",19047.8605437617,"friend_visit","minganga"
"Bokéya1","MI107","M","Attention","Adolescent","V64",11467.3402983625,"friend_visit","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V4",372.104745831167,"friend_visit","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V4",372.104745831167,"friend_visit","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V63",19394.168014374,"friend_visit","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V1",2441.20556453465,"friend_visit","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V2",2269.93850144969,"friend_visit","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V4",372.104745831167,"friend_visit","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V6",1136.56639853505,"friend_visit","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V1",3462.98304230643,"friend_visit","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V2",3307.93809291307,"friend_visit","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V3",1136.56639853505,"friend_visit","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V4",764.46397749897,"friend_visit","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V5",159.18233975715,"friend_visit","minganga"
"Epopé","MI127","M","Attention","Adulte","V1",404.475040015555,"friend_visit","minganga"
"Epopé","MI127","M","Attention","Adulte","V2",445.36574490207,"friend_visit","minganga"
"Epopé","MI127","M","Attention","Adulte","V5",3106.05657661027,"friend_visit","minganga"
"Bylikombo2","MI28","F","Minganga","Personne âgée","V11",1217.94156755871,"friend_visit","minganga"
"Bylikombo2","MI28","F","Minganga","Personne âgée","V61",75054.5381504606,"friend_visit","minganga"
"Avocat","MI30","M","Toukoulaka","Adolescent","V6",159.18233975715,"friend_visit","minganga"
"Avocat","MI34","M","Toukoulaka","Adolescent","V6",159.18233975715,"friend_visit","minganga"
"Moundouala2","MI53","F","","Adulte","V1",189.468695786878,"friend_visit","minganga"
"Bokéya2","MI57","F","Minganga","Personne âgée","V5",605.547015292035,"friend_visit","minganga"
"Epopé","MI67","F","Toukoulaka","Adulte","V5",3106.05657661027,"friend_visit","minganga"
"Makossa2","MI68","F","Minganga","Adulte","V3",15951.3023354086,"friend_visit","minganga"
"Makossa2","MI68","F","Minganga","Adulte","V4",15579.7322410547,"friend_visit","minganga"
"Makossa2","MI68","F","Minganga","Adulte","V8",14779.5745511928,"friend_visit","minganga"
"Makossa2","MI68","F","Minganga","Adulte","V12",5941.77161417767,"friend_visit","minganga"
"Makossa2","MI68","F","Minganga","Adulte","V15",480.080421053032,"friend_visit","minganga"
"Makossa2","MI70","M","Mbili","Adulte","V13",56.3378760579933,"friend_visit","minganga"
"Makossa2","MI70","M","Mbili","Adulte","V15",480.080421053032,"friend_visit","minganga"
"Makossa2","MI71","F","Mbili","Adulte","V15",480.080421053032,"friend_visit","minganga"
"Makossa3","MI81","M","Mossombo","Adolescent","V13",526.599251997692,"friend_visit","minganga"
"Makossa3","MI81","M","Mossombo","Adolescent","V14",480.080421053032,"friend_visit","minganga"
"Mbaya","MI88","M","Minganga","Adulte","V63",29693.5014605877,"friend_visit","minganga"
"Mbaya","MI90","M","Mossombo","Adulte","V13",5885.9973622766,"friend_visit","minganga"
"Mbaya","MI90","M","Mossombo","Adulte","V14",5941.77161417767,"friend_visit","minganga"
"Mbaya","MI90","M","Mossombo","Adulte","V15",6369.20790186196,"friend_visit","minganga"
"Mbaya","MI92","F","Minganga","Adulte","V11",4315.92147441158,"friend_visit","minganga"
"Mbaya","MI92","F","Minganga","Adulte","V54",96480.4217516245,"friend_visit","minganga"
"Bylikombo2","MI96","M","Minganga","Adulte","V9",894.338703196743,"friend_visit","minganga"
"VMA","MI98","M","Attention","Adulte","V9",2814.01352185165,"friend_visit","minganga"
"VMA","MI98","M","Attention","Adulte","V10",3708.34757203055,"friend_visit","minganga"
"Bylikombo2","MI99","F","Minganga","Adulte","V11",1217.94156755871,"friend_visit","minganga"
"VMA","MI106","F","Mossombo","Adulte","V1",7478.8284048274,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V2",7537.93364653566,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V3",7584.78657077929,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V4",7467.5444966458,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V5",7307.86802039352,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V6",7283.85752063297,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V7",7095.06219146973,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V9",2814.01352185165,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V10",3708.34757203055,"gather","minganga"
"VMA","MI106","F","Mossombo","Adulte","V11",4926.1498649356,"gather","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V8",7584.78657077929,"gather","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V9",8684.70757814913,"gather","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V10",9185.81149924313,"gather","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V12",11840.8383864408,"gather","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V62",19047.8605437617,"gather","minganga"
"Moundouala1","MI114","M","","Adulte","V9",9287.11921272562,"gather","minganga"
"Moundouala1","MI114","M","","Adulte","V10",9957.93839292735,"gather","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V9",8684.70757814913,"gather","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V10",9185.81149924313,"gather","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V11",9975.40314477158,"gather","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V12",11840.8383864408,"gather","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V13",15902.4603793189,"gather","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V14",15951.3023354086,"gather","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V15",16152.2522056469,"gather","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V8",7584.78657077929,"gather","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V9",8684.70757814913,"gather","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V10",9185.81149924313,"gather","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V8",7478.8284048274,"gather","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V9",9287.11921272562,"gather","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V10",9957.93839292735,"gather","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V12",13467.7183631116,"gather","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V8",7283.85752063297,"gather","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V9",8036.69218239021,"gather","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V10",8457.09662493089,"gather","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V11",9159.38481959133,"gather","minganga"
"Ndémiko","MI122","F","Toukoulaka","Adulte","V12",10788.7283652747,"gather","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V8",7283.85752063297,"gather","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V9",8036.69218239021,"gather","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V10",8457.09662493089,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V8",7283.85752063297,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V9",8036.69218239021,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V10",8457.09662493089,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V11",9159.38481959133,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V12",10788.7283652747,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V13",14767.9270951954,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V14",14816.6461861055,"gather","minganga"
"Ndémiko","MI125","M","Attention","Adulte","V15",15016.1899778387,"gather","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V9",8036.69218239021,"gather","minganga"
"Ndémiko","MI126","M","Attention","Adolescent","V10",8457.09662493089,"gather","minganga"
"Epopé","MI127","M","Attention","Adulte","V9",8883.24445727768,"gather","minganga"
"Epopé","MI127","M","Attention","Adulte","V10",9553.47761684404,"gather","minganga"
"Epopé","MI127","M","Attention","Adulte","V11",10534.0639963311,"gather","minganga"
"Epopé","MI127","M","Attention","Adulte","V12",13090.9381926525,"gather","minganga"
"Epopé","MI127","M","Attention","Adulte","V13",17635.4950172576,"gather","minganga"
"Epopé","MI127","M","Attention","Adulte","V14",17686.6681124203,"gather","minganga"
"Epopé","MI127","M","Attention","Adulte","V15",17925.2081375192,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V8",7283.85752063297,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V9",8036.69218239021,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V10",8457.09662493089,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V11",9159.38481959133,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V12",10788.7283652747,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V13",14767.9270951954,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V14",14816.6461861055,"gather","minganga"
"Ndémiko","MI128","F","Attention","Adulte","V15",15016.1899778387,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V8",7283.85752063297,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V9",8036.69218239021,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V10",8457.09662493089,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V11",9159.38481959133,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V12",10788.7283652747,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V13",14767.9270951954,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V14",14816.6461861055,"gather","minganga"
"Ndémiko","MI129","F","Bène","Adulte","V15",15016.1899778387,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V8",7095.06219146973,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V9",8883.24445727768,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V10",9553.47761684404,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V11",10534.0639963311,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V12",13090.9381926525,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V13",17635.4950172576,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V14",17686.6681124203,"gather","minganga"
"Epopé","MI133","F","Minganga","Adulte","V15",17925.2081375192,"gather","minganga"
"Mbaya","MI21","F","Mossombo","Personne âgée","V31",99884.6185273877,"gather","minganga"
"Mbaya","MI21","F","Mossombo","Personne âgée","V37",116769.234939363,"gather","minganga"
"Epopé","MI31","F","Toukoulaka","Personne âgée","V4",2594.78777130577,"gather","minganga"
"Epopé","MI31","F","Toukoulaka","Personne âgée","V5",3106.05657661027,"gather","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V8",7307.86802039352,"gather","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V10",8547.03305701621,"gather","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V11",9263.42930555923,"gather","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V12",10931.578390827,"gather","minganga"
"Avocat","MI43","F","Attention","Adulte","V9",8113.78042260879,"gather","minganga"
"Avocat","MI43","F","Attention","Adulte","V11",9263.42930555923,"gather","minganga"
"Avocat","MI43","F","Attention","Adulte","V12",10931.578390827,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V9",8113.78042260879,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V10",8547.03305701621,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V11",9263.42930555923,"gather","minganga"
"Avocat","MI45","M","Attention","Adulte","V12",10931.578390827,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V8",7537.93364653566,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V12",13399.6244670648,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V13",17855.9098169815,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V14",17906.5574374995,"gather","minganga"
"Moundouala2","MI47","M","Attention","Adolescent","V15",18135.9743717931,"gather","minganga"
"Moundouala2","MI48","F","Attention","Adolescent","V6",3307.93809291307,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V8",7537.93364653566,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V10",9956.7634994966,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V12",13399.6244670648,"gather","minganga"
"Moundouala2","MI50","M","Attention","Adulte","V13",17855.9098169815,"gather","minganga"
"Moundouala2","MI53","F","","Adulte","V7",445.36574490207,"gather","minganga"
"Moundouala2","MI53","F","","Adulte","V9",9297.72052380102,"gather","minganga"
"Moundouala2","MI53","F","","Adulte","V10",9956.7634994966,"gather","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V8",7467.5444966458,"gather","minganga"
"Bokéya2","MI55","M","Attention","Adulte","V9",8460.34096959093,"gather","minganga"
